,VarName,Description,Root_DF,Start,End,DataFrame,recursion_flag
1021,SR1703,Talked to professional about mental health:3rd mention,Services,1021,1021,ncsr,0
1022,SR1704,Talked to professional about mental health:4th mention,Services,1022,1022,ncsr,0
1023,SR1705,Talked to professional about mental health:5th mention,Services,1023,1023,ncsr,0
1024,SR1706,Talked to professional about mental health:6th mention,Services,1024,1024,ncsr,0
1025,SR1707,Talked to professional about mental health:7th mention,Services,1025,1025,ncsr,0
1026,SR1708,Talked to professional about mental health:8th mention,Services,1026,1026,ncsr,0
1027,SR1709,Talked to professional about mental health:9th mention,Services,1027,1027,ncsr,0
1028,SR1710,Talked to professional about mental health:10th mention,Services,1028,1028,ncsr,0
1029,SR19,Age 1st talk to psychiatrist about emotion/mental health,Services,1029,1029,ncsr,0
1030,SR20,Last time talk to psychiatrist about emotion/mental health,Services,1030,1030,ncsr,0
1031,SR21,Age last saw psychiatrist,Services,1031,1031,ncsr,0
1032,SR22,# visits to psychiatrist for emotions/sub use past year,Services,1032,1032,ncsr,0
1033,SR22A,Average # of mins psychiatrist visits last,Services,1033,1033,ncsr,0
1034,SR23,Satisfaction w/ treatment/serv from psychiatrist past year,Services,1034,1034,ncsr,0
1035,SR24,Amount psychiatrist helped,Services,1035,1035,ncsr,0
1036,SR25,Stopped seeing psychiatrist or ongoing treatment,Services,1036,1036,ncsr,0
1037,SR25A,Completed psychiatrist treatment or quit,Services,1037,1037,ncsr,0
1038,SR27,Age 1st saw medical doctor for mental health/sub use,Services,1038,1038,ncsr,0
1039,SR28,Last saw medical doctor for mental health/sub use,Services,1039,1039,ncsr,0
1040,SR29,Age last saw medical doctor for mental health/sub use,Services,1040,1040,ncsr,0
1041,SR30,Medical doctor recommend clinic for emotions,Services,1041,1041,ncsr,0
1042,SR31,Age 1st clinic/specialist referral for ment health/sub use,Services,1042,1042,ncsr,0
1043,SR33,Med doctor recommend specialist/clinic past 12 mths,Services,1043,1043,ncsr,0
1044,SR35,# visits to med doc for emotions/sub use past 12 mths,Services,1044,1044,ncsr,0
1045,SR35A,Average # min med doc visits lasted for emotions/sub use,Services,1045,1045,ncsr,0
1046,SR36,Satisfaction w/ med doc treat/services past 12 mths,Services,1046,1046,ncsr,0
1047,SR37,Amount medical doctor helped,Services,1047,1047,ncsr,0
1048,SR38,Stopped seeing medical doctor or ongoing treatment,Services,1048,1048,ncsr,0
1049,SR38A,Completed medical doctor treatment or quit,Services,1049,1049,ncsr,0
1050,SR40,Age 1st saw psychologist about mental health/sub use,Services,1050,1050,ncsr,0
1051,SR41,Last time saw psychologist for emotions/sub use,Services,1051,1051,ncsr,0
1052,SR42,Age last saw psychologist for emotions/sub use,Services,1052,1052,ncsr,0
1053,SR43,# of psychologist visits in past 12 mths,Services,1053,1053,ncsr,0
1054,SR43A,Average # of minutes psychologist visits lasted,Services,1054,1054,ncsr,0
1055,SR44,Satisfaction w/ psychologist treat/services past 12 mths,Services,1055,1055,ncsr,0
1056,SR45,Amount psychologist helped,Services,1056,1056,ncsr,0
1057,SR46A,Stopped seeing psychologist or ongoing treatment,Services,1057,1057,ncsr,0
1058,SR46B,Completed psychologist treatment or quit,Services,1058,1058,ncsr,0
1059,SR48,Age 1st saw social worker for mental health/sub use,Services,1059,1059,ncsr,0
1060,SR49,Last time saw social worker for mental health/sub use,Services,1060,1060,ncsr,0
1061,SR50,Age last saw social worker for mental health/sub use,Services,1061,1061,ncsr,0
1062,SR51,# social worker visits for mental health/sub use past 12 mths,Services,1062,1062,ncsr,0
1063,SR51A,Average # of minutes social worker visits lasted,Services,1063,1063,ncsr,0
1064,SR521,Location saw social worker-1st mention,Services,1064,1064,ncsr,0
1065,SR522,Location saw social worker-2nd mention,Services,1065,1065,ncsr,0
1066,SR523,Location saw social worker-3rd mention,Services,1066,1066,ncsr,0
1067,SR524,Location saw social worker-4th mention,Services,1067,1067,ncsr,0
1068,SR525,Location saw social worker-5th mention,Services,1068,1068,ncsr,0
1069,SR53,Satisfaction w/ social worker treat/services past 12 mths,Services,1069,1069,ncsr,0
1070,SR54,Amount social worker helped,Services,1070,1070,ncsr,0
1071,SR55,Stopped seeing social worker or ongoing treatment,Services,1071,1071,ncsr,0
1072,SR55A,Completed social worker treatment or quit,Services,1072,1072,ncsr,0
1073,SR57,Age 1st saw counselor for mental health/sub use,Services,1073,1073,ncsr,0
1074,SR58,Last time saw counselor for mental health/sub use,Services,1074,1074,ncsr,0
1075,SR59,Age last saw counselor for mental health/sub use,Services,1075,1075,ncsr,0
1076,SR60,# counselor visits for mental health/sub use past 12 mths,Services,1076,1076,ncsr,0
1077,SR60A,Average # of minutes counselor visits lasted,Services,1077,1077,ncsr,0
1078,SR62,Satisfaction w/ counselor treat/services past 12 mths,Services,1078,1078,ncsr,0
1079,SR63,Amount counselor helped,Services,1079,1079,ncsr,0
1080,SR64,Stopped seeing counselor or ongoing treatment,Services,1080,1080,ncsr,0
1081,SR64A,Complete counselor treatments,Services,1081,1081,ncsr,0
1082,SR66,Age 1st saw other ment health prof for ment health/sub use,Services,1082,1082,ncsr,0
1083,SR67,Last saw other mental health professional,Services,1083,1083,ncsr,0
1084,SR68,Age last saw mental health professional about emotions,Services,1084,1084,ncsr,0
1085,SR69,# other prof visits for mental health/sub use past 12 mths,Services,1085,1085,ncsr,0
1086,SR69A,Average # of minutes professional visits lasted,Services,1086,1086,ncsr,0
1087,SR70,Satisf w/ non-MD health prof treat/services past 12 mths,Services,1087,1087,ncsr,0
1088,SR71,Amount professional helped,Services,1088,1088,ncsr,0
1089,SR72,Stopped seeing professional or ongoing treatment,Services,1089,1089,ncsr,0
1090,SR72A,Completed mental health professional treatments,Services,1090,1090,ncsr,0
1091,SR74,Age 1st saw nurse/ot/non MD prof for ment health/sub use,Services,1091,1091,ncsr,0
1092,SR75,Last time saw nurse/ot/non MD prof for emotions,Services,1092,1092,ncsr,0
1093,SR76,Age last saw nurse/ot/non MD prof for emotions,Services,1093,1093,ncsr,0
1094,SR77,Nurse/ot/non MD prof recom ment health spec/clinic,Services,1094,1094,ncsr,0
1095,SR78,Age 1st time nurse/ot/non MD prof recommended clinic,Services,1095,1095,ncsr,0
1096,SR80,Other non MD prof recom mental health clinic past 12 mths,Services,1096,1096,ncsr,0
1097,SR82,# visits to non-MD health prof in past 12 mths,Services,1097,1097,ncsr,0
1098,SR82A,Ave # of minutes non-MD health prof visits lasted,Services,1098,1098,ncsr,0
1099,SR83,Satisf w/ spiritual advisor treat/services past 12 mths,Services,1099,1099,ncsr,0
1100,SR84,Amount non-MD health professional helped,Services,1100,1100,ncsr,0
1101,SR85,Stopped seeing non-MD health prof or ongoing treatment,Services,1101,1101,ncsr,0
1102,SR85A,Completed non-MD health professional treatments,Services,1102,1102,ncsr,0
1103,SR87,Age 1st saw spiritual advisor for ment health/sub use,Services,1103,1103,ncsr,0
1104,SR88,Last saw spiritual advisor for ment health/sub use,Services,1104,1104,ncsr,0
1105,SR89,Age last saw spiritual advisor for ment health/sub use,Services,1105,1105,ncsr,0
1106,SR90,Spiritual advisor recom ment health specialist/clinic,Services,1106,1106,ncsr,0
1107,SR91,Age spiritual advisor 1st refer to ment health spec/clinic,Services,1107,1107,ncsr,0
1108,SR93,Spiritual advisor refer mental health spec/clinic past yr,Services,1108,1108,ncsr,0
1109,SR95,# visits to spiritual advisor in past 12 mths,Services,1109,1109,ncsr,0
1110,SR95A,Average # of mins spiritual advisor visits lasted,Services,1110,1110,ncsr,0
1111,SR96,Satisfaction w/ spirit advisor treat/services past 12 mths,Services,1111,1111,ncsr,0
1112,SR97,Amount spiritual advisor helped,Services,1112,1112,ncsr,0
1113,SR98,Stopped seeing spiritual advisor or ongoing treatment,Services,1113,1113,ncsr,0
1114,SR98A,Completed spiritual advisor treatments,Services,1114,1114,ncsr,0
1115,SR100,Age 1st saw healer for mental health/substance use,Services,1115,1115,ncsr,0
1116,SR101,Last saw healer for mental health/substance use,Services,1116,1116,ncsr,0
1117,SR102,Age last saw healer for mental health/substance use,Services,1117,1117,ncsr,0
1118,SR103,# visits to healer in past 12 mths,Services,1118,1118,ncsr,0
1119,SR104,Average # of mins healer visits lasted,Services,1119,1119,ncsr,0
1120,SR10501,Type of healer:1st mention,Services,1120,1120,ncsr,0
1121,SR10502,Type of healer:2nd mention,Services,1121,1121,ncsr,0
1122,SR10503,Type of healer:3rd mention,Services,1122,1122,ncsr,0
1123,SR10504,Type of healer:4th mention,Services,1123,1123,ncsr,0
1124,SR10505,Type of healer:5th mention,Services,1124,1124,ncsr,0
1125,SR10506,Type of healer:6th mention,Services,1125,1125,ncsr,0
1126,SR10507,Type of healer:7th mention,Services,1126,1126,ncsr,0
1127,SR106,Satisfaction w/ treatment/services from healer past 12 mths,Services,1127,1127,ncsr,0
1128,SR107,Amount healer helped,Services,1128,1128,ncsr,0
1129,SR108,Stopped seeing healer or ongoing treatment,Services,1129,1129,ncsr,0
1130,SR108A,Completed healer course of treatment,Services,1130,1130,ncsr,0
1131,SR110,Unreimbursed costs of trmnt of emotional probs past year,Services,1131,1131,ncsr,0
1132,SR111,Volunteer or pressured to see prof about emot past yr,Services,1132,1132,ncsr,0
1133,SR112,Reason didn't want to see professional,Services,1133,1133,ncsr,0
1134,SR113,Encouraged or pressured to see prof about emotions,Services,1134,1134,ncsr,0
1135,SR114,Amout of time thinking needed to see prof before treated,Services,1135,1135,ncsr,0
1136,SR114A,Unit time thought should see professional,Services,1136,1136,ncsr,0
1137,SR116A,Reason delay treatment-insurance,Services,1137,1137,ncsr,0
1138,SR116B,Reason delay treatment-problem get better by itself,Services,1138,1138,ncsr,0
1139,SR116C,Reason delay treatment-problem didn't bother you at 1st,Services,1139,1139,ncsr,0
1140,SR116D,Reason delay treatment-handle problem on own,Services,1140,1140,ncsr,0
1141,SR116E,Reason delay treatment-think treatment not work,Services,1141,1141,ncsr,0
1142,SR116F,Reason delay treatment-treatment didn't work before,Services,1142,1142,ncsr,0
1143,SR116G,Reason delay treatment-too expensive,Services,1143,1143,ncsr,0
1144,SR116H,Reason delay treatment-worry what people think,Services,1144,1144,ncsr,0
1145,SR116I,Reason delay treatment-conflicts/hard to get to trmnt,Services,1145,1145,ncsr,0
1146,SR116J,Reason delay treatment-unsure who/where to see/go,Services,1146,1146,ncsr,0
1147,SR116K,Reason delay treatment-time consuming/inconvenient,Services,1147,1147,ncsr,0
1148,SR116L,Reason delay treatment-could not get appointment,Services,1148,1148,ncsr,0
1149,SR116M,Reason delay treatment-scared of hospital against will,Services,1149,1149,ncsr,0
1150,SR116N,Reason delay treatment-dislike service options,Services,1150,1150,ncsr,0
1151,SR117,Reason delay treatment-other reason,Services,1151,1151,ncsr,0
1152,SR1181,Main hope from tx:1st mention,Services,1152,1152,ncsr,0
1153,SR1182,Main hope from tx:2nd mention,Services,1153,1153,ncsr,0
1154,SR1183,Main hope from tx:3rd mention,Services,1154,1154,ncsr,0
1155,SR1184,Main hope from tx:4th mention,Services,1155,1155,ncsr,0
1156,SR1185,Main hope from tx:5th mention,Services,1156,1156,ncsr,0
1157,SR1186,Main hope from tx:6th mention,Services,1157,1157,ncsr,0
1158,SR1187,Main hope from tx:7th mention,Services,1158,1158,ncsr,0
1159,SR1188,Main hope from tx:8th mention,Services,1159,1159,ncsr,0
1160,SR120A,Reason quit treatment-got better,Services,1160,1160,ncsr,0
1161,SR120B,Reason quit treatment-did not need more help,Services,1161,1161,ncsr,0
1162,SR120C,Reason quit treatment-not getting better,Services,1162,1162,ncsr,0
1163,SR120D,Reason quit treatment-handle problems on own,Services,1163,1163,ncsr,0
1164,SR120E,Reason quit treatment-bad exp w/ treatment providers,Services,1164,1164,ncsr,0
1165,SR120F,Reason quit treatment-worry what people think,Services,1165,1165,ncsr,0
1166,SR120G,Reason quit treatment-treated unfairly,Services,1166,1166,ncsr,0
1167,SR120H,Reason quit treatment-therapist left,Services,1167,1167,ncsr,0
1168,SR120I,Reason quit treatmt-felt out of place,Services,1168,1168,ncsr,0
1169,SR120J,Reason quit treatment-policies were hassle,Services,1169,1169,ncsr,0
1170,SR120K,Reason quit treatment-scheduling,Services,1170,1170,ncsr,0
1171,SR120L,Reason quit treatment-you moved,Services,1171,1171,ncsr,0
1172,SR120M,Reason quit treatment-expensive,Services,1172,1172,ncsr,0
1173,SR120N,Reason quit treatment-insurance stop paying,Services,1173,1173,ncsr,0
1174,SR120O,Reason quit treatment-family wanted stop,Services,1174,1174,ncsr,0
1175,SR121,Reason quit treatment-other,Services,1175,1175,ncsr,0
1176,SR122,Needed to see prof because of emotions/sub use past yr,Services,1176,1176,ncsr,0
1177,SR122A,Amt of time thought needed professional help,Services,1177,1177,ncsr,0
1178,SR122B,Unit time thought need professional help,Services,1178,1178,ncsr,0
1179,SR123,Reason did not see professional,Services,1179,1179,ncsr,0
1180,SR124,Encour/pressured to see prof about ment health past yr,Services,1180,1180,ncsr,0
1181,SR126A,Reason not get help-insurance won't cover,Services,1181,1181,ncsr,0
1182,SR126B,Reason not get help-problem went away/didn't need help,Services,1182,1182,ncsr,0
1183,SR126C,Reason not get help-think improve on own,Services,1183,1183,ncsr,0
1184,SR126D,Reason not get help-expensive,Services,1184,1184,ncsr,0
1185,SR126E,Reason not get help-unsure who to see,Services,1185,1185,ncsr,0
1186,SR126F,Reason not get help-not think treatment work,Services,1186,1186,ncsr,0
1187,SR126G,Reason not get help-worry what other think,Services,1187,1187,ncsr,0
1188,SR126H,Reason not get help-time consuming/inconvenient,Services,1188,1188,ncsr,0
1189,SR126I,Reason not get help-want handle on own,Services,1189,1189,ncsr,0
1190,SR126J,Reason not get help-could not get appointment,Services,1190,1190,ncsr,0
1191,SR126K,Reason not get help-scared of hospital against will,Services,1191,1191,ncsr,0
1192,SR126L,Reason quit treatment-dislike service options,Services,1192,1192,ncsr,0
1193,SR126M,Reason not get help-previous treatment failed,Services,1193,1193,ncsr,0
1194,SR126N,Reason not get help-problem didn't bother much,Services,1194,1194,ncsr,0
1195,SR126O,Reason not get help-scheduling,Services,1195,1195,ncsr,0
1196,SR127,Reason not get help-other,Services,1196,1196,ncsr,0
1197,SR128,Used alternative therapies for emot/nerves in past 12 mths,Services,1197,1197,ncsr,0
1198,SR128A01,Alernative therapies used-1st mention,Services,1198,1198,ncsr,0
1199,SR128A02,Alernative therapies used-2nd mention,Services,1199,1199,ncsr,0
1200,SR128A03,Alernative therapies used-3rd mention,Services,1200,1200,ncsr,0
1201,SR128A04,Alernative therapies used-4th mention,Services,1201,1201,ncsr,0
1202,SR128A05,Alernative therapies used-5th mention,Services,1202,1202,ncsr,0
1203,SR128A06,Alernative therapies used-6th mention,Services,1203,1203,ncsr,0
1204,SR128A07,Alernative therapies used-7th mention,Services,1204,1204,ncsr,0
1205,SR128A08,Alernative therapies used-8th mention,Services,1205,1205,ncsr,0
1206,SR128A09,Alernative therapies used-9th mention,Services,1206,1206,ncsr,0
1207,SR128A10,Alernative therapies used-10th mention,Services,1207,1207,ncsr,0
1208,SR128A11,Alernative therapies used-11th mention,Services,1208,1208,ncsr,0
1209,SR128A12,Alernative therapies used-12th mention,Services,1209,1209,ncsr,0
1210,SR1301,Herbal meds for emtions/nerves/ment health:1st mention,Services,1210,1210,ncsr,0
1211,SR1302,Herbal meds for emtions/nerves/ment health:2nd mention,Services,1211,1211,ncsr,0
1212,SR1303,Herbal meds for emtions/nerves/ment health:3rd mention,Services,1212,1212,ncsr,0
1213,SR1304,Herbal meds for emtions/nerves/ment health:4th mention,Services,1213,1213,ncsr,0
1214,SR1305,Herbal meds for emtions/nerves/ment health:5th mention,Services,1214,1214,ncsr,0
1215,SR1306,Herbal meds for emtions/nerves/ment health:6th mention,Services,1215,1215,ncsr,0
1216,SR1307,Herbal meds for emtions/nerves/ment health:7th mention,Services,1216,1216,ncsr,0
1217,SR130A,# of days past year used herbal medicines,Services,1217,1217,ncsr,0
1218,SR130B,Professional advised use of herbal medicines,Services,1218,1218,ncsr,0
1219,SR130C01,Professional advised use of herbal medicines:1st mention,Services,1219,1219,ncsr,0
1220,SR130C02,Professional advised use of herbal medicines:2nd mention,Services,1220,1220,ncsr,0
1221,SR130C03,Professional advised use of herbal medicines:3rd mention,Services,1221,1221,ncsr,0
1222,SR131,Talked to telephone psychic in past 12 months,Services,1222,1222,ncsr,0
1223,SR131A,# times talked to telephone psychic in past year,Services,1223,1223,ncsr,0
1224,SR131B,Average # minutes calls to telephone psychic lasted,Services,1224,1224,ncsr,0
1225,SR131C1,Discussed w/ phone psychic-1st mention,Services,1225,1225,ncsr,0
